곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120912,Press Play,2149892,[647971],WOW,"['GN2500', 'GN0200']",['비투비'],690285,GN2500 GN0200
['GN0201'],20170224,3월 생일축하노래,10041804,[914177],3월13일 생일축하노래,['GN0200'],['축하사절단'],43071,GN0200
['GN0201'],19990201,떠나가지 마세요,354443,[100042],나의 슬픈 사랑이야기,['GN0200'],['언타이틀'],7027,GN0200
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20190228,My Moment,10256041,[875152],BIRD,"['GN2500', 'GN0200']",['하성운'],577281,GN2500 GN0200
['GN0201'],20080320,바보 (All Star 2집 Vol.4),373815,[181679],바보 (MR),['GN0200'],['씨야'],117527,GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20131125,VOODOO,2217040,[672560],SUPER HERO,"['GN2500', 'GN0200']",['VIXX (빅스)'],337507,GN2500 GN0200
"['GN0205', 'GN0201']",20120208,UFO,2076666,[559971],UFO,['GN0200'],['스텔라'],294229,GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190913,퀸덤 <커버곡 경연> Part.1,10327966,[750053],Good Luck,"['GN2500', 'GN0200']",['마마무 (Mamamoo)'],624935,GN2500 GN0200
['GN0201'],20091204,Galaxy Light,734052,[444560],Galaxy Light (DJ Hyo Radio Edit),['GN0200'],['Galaxy Dream'],27310,GN0200
['GN0201'],20090407,히트가요 Best 30,546155,[2727],매력쟁이,['GN0200'],['Various Artists'],469619,GN0200
"['GN0205', 'GN0201']",20121128,느낌이 와 (I Got The Feeling),2168401,[684868],느낌이 와 (I Got The Feeling),['GN0200'],['빅스타'],682394,GN0200
['GN0201'],20200326,THE GLOW : Eden,10408802,[2861535],몰라서 그래 (Don&#39;t Know),['GN0200'],['MY.st (마이스트)'],682254,GN0200
"['GN0205', 'GN0201']",20151106,SUPER SHOW 6 - SUPER JUNIOR The 6th WORLD TOUR,2649205,[175404],미인아 (BONAMANA) (Rock Ver.),['GN0200'],['SUPER JUNIOR (슈퍼주니어)'],341722,GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150319,첫사랑,2309886,[839579],Pepe,"['GN2500', 'GN0200']",['CLC'],612556,GN2500 GN0200
"['GN0205', 'GN0201']",20121112,눈물이 주르륵,2165966,[226582],눈물이 주르륵,['GN0200'],['손담비'],255546,GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20121023,Orange Caramel Lipstick DJ Remix,2159366,[477632],Lipstick Remix (DJ Hanmin),"['GN2500', 'GN0200']",['오렌지 캬라멜'],129484,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20060602,동방의 투혼,319560,[108316],동방의 투혼 (Vibe7 Remix Ver.),"['GN2500', 'GN0200']",['동방신기 (TVXQ!)'],224649,GN2500 GN0200
"['GN0204', 'GN0201']",20010321,Confession,1865,[1010],이 순간을 언제까지나,['GN0200'],['이승철'],256083,GN0200
"['GN0501', 'GN0201', 'GN0509']",20161027,Till The Sun Goes Up,10010050,[716723],ZomB-boy (Feat. 넉살),"['GN0500', 'GN0200']",['나잠 수'],87631,GN0500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20160913,Spell,2710969,[890286],Mr. Potter (Inst.),"['GN2500', 'GN0200']",['DIA (다이아)'],638088,GN2500 GN0200
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20190201,멀리서 지켜보긴 힘들어,10248163,[2112746],멀리서 지켜보긴 힘들어 (Feat. 릴보이) (Prod.TOIL),"['GN0500', 'GN0300']",['Jayci yucca (제이씨 유카)'],331724,GN0500 GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20160708,미래,2696383,[729407],"Ye I Need (Feat. 넉살, ODEE)","['GN0500', 'GN0300']",['Don Mills'],594500,GN0500 GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20150326,마법소녀,2310892,"[729747, 763520]",마법소녀 (Feat. Line),"['GN0500', 'GN0300']","['에이비츠', '부찌']",415701,GN0500 GN0300
"['GN0303', 'GN0301']",20170318,고등래퍼 지역대항전 Part.2,10047197,"[219621, 1626549]",엄석대 (Bully),['GN0300'],"['매드클라운', '김선재']",662305,GN0300
['GN0301'],20080813,Alive Soul Cuts Vol. 1,393459,[257369],Spread Message (Inst.),['GN0300'],['페니 (Pe2ny)'],488339,GN0300
"['GN0303', 'GN0301']",20130808,Ruthless Part 1,2196072,[314367],All I Know (Feat. Yammo),['GN0300'],['Dok2'],555981,GN0300
"['GN0303', 'GN0301']",19990300,제2탄 / 태권 V,5305,[100054],Return Of The Bomb,['GN0300'],['지누션'],676886,GN0300
['GN0301'],19950413,Force Deux,354432,[100977],Nothing But A Party,['GN0300'],['듀스'],304597,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20150601,Selfmate,2321236,[781145],패착,"['GN0500', 'GN0300']",['Benkiff'],110287,GN0500 GN0300
"['GN0303', 'GN0301']",20141216,검은 겨울,2295300,[194009],검은 겨울 (Feat. 슈가석율 Of 킹스턴루디스카),['GN0300'],['나몰라패밀리 (Namolla Family)'],323719,GN0300
['GN0301'],20080902,"습작08, 여름.",396170,[230302],Day Dream,['GN0300'],['Mc Wannabe'],210005,GN0300
"['GN0303', 'GN0301']",20080819,디지털 (Digital),393757,[228928],My Sorrow (Feat. 김박첼라),['GN0300'],['아날로그소년'],78520,GN0300
"['GN0303', 'GN0301']",20081001,Soundscape Of Dee,398484,[261477],"Yee - Haa! (Feat. 김범수, 후니훈)",['GN0300'],['Lo-Fi'],218240,GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20150514,NBA,2318388,[60348],#OAO (Feat. Satbyeol),"['GN0500', 'GN0300']",['라임어택 (RHYME-A-)'],187983,GN0500 GN0300
"['GN0302', 'GN0301']",20180114,Money Man,10128732,[743772],"S.W.I.M. (Feat. Boy Wonder, Dbo)",['GN0300'],['Dakshood (닥스후드)'],372630,GN0300
"['GN0302', 'GN0301']",20040906,What U Gonna Pick?,35522,[60329],We`ve Gone Crazy (Feat. Paloalto),['GN0300'],['알이에스티 (R-EST)'],118996,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20161006,딸기 생크림 케익,10003458,"[883054, 967169]",딸기 생크림 케익,"['GN0500', 'GN0300']","['시기펩 (Siggie Feb)', '배드맥스 (BadMax)']",266998,GN0500 GN0300
"['GN0303', 'GN0301']",20150205,문신,2302890,[181785],문신 (Feat. 나비),['GN0300'],['아웃사이더'],129205,GN0300
"['GN0509', 'GN0304', 'GN0301', 'GN0505', 'GN0501']",20200206,FURNACE,10384781,[2853368],Winter rain,['GN0300'],['Shohong'],567449,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20170906,YF,10094228,[828951],"YF (Feat. EK, Bola, Neal) (Prod. Neal)","['GN0500', 'GN0300']",['MBA (Most Badass Asian)'],157040,GN0500 GN0300
['GN0301'],20180108,ovrckdsteak,10125805,[2060495],deepbreath (with. domingo),['GN0300'],['4th Avenue'],133149,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20181114,BROKE BOI SAID,10221733,[905563],돈 (PROD BY C.WHY),"['GN0500', 'GN0300']",['부현석'],16666,GN0500 GN0300
['GN0301'],20190322,Night Mood,10264586,[2138022],See You Again,['GN0300'],['RUTURM'],212438,GN0300
"['GN0303', 'GN0301']",20180807,태양,10192081,[1732],태양 (Feat. 챈슬러),['GN0300'],['개리'],357358,GN0300
"['GN0303', 'GN0301']",20160921,바쁘다 바빠,2711156,"[680911, 230199]","바쁘다 바빠 (Feat. 칸토, DJ Juice)",['GN0300'],"['키디비 (KittiB)', '제이스']",286069,GN0300
['GN0301'],20200320,멀어서 다행일까,10405821,[663893],멀어서 다행일까,['GN0300'],['D.S'],248343,GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20140203,Good Afternoon,2229870,"[714714, 754409]",Good Afternoon,"['GN0500', 'GN0300']","['아프로디노', '정크야드 (JNKYRD)']",648116,GN0500 GN0300
"['GN0204', 'GN0301']",20080306,조PD 윤일상 프로젝트 앨범 PDIS,362822,[232509],끌려,"['GN0300', 'GN0200']",['PDIS (조PD+윤일상)'],267934,GN0300 GN0200
['GN0301'],20200212,Melancholia,10386908,[957092],겨울,['GN0300'],['제이덥 (JDUB)'],409105,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20130225,Everyone Else,2176213,[498440],시간은 간다 (My Time Is Running Out) (Duet With gJ),"['GN0500', 'GN0300']",['팔드로'],352970,GN0500 GN0300
"['GN0303', 'GN0301']",20131121,"Ruthless, The Album",2217272,[314367],1LLIN,['GN0300'],['Dok2'],512329,GN0300
['GN0301'],20080611,Breakdown,383552,[108356],B-Side 02: One (Planet Shiver Remix),['GN0300'],['에픽하이 (EPIK HIGH)'],555761,GN0300
"['GN0303', 'GN0301']",20150820,하루종일,2335622,[160123],하루종일 (Feat. 아가싱즈),['GN0300'],['원써겐'],165659,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20130628,Hear Things,2190703,[724086],Lemonade (With. Blnk-Time),"['GN0500', 'GN0300']",['코드 쿤스트 (CODE KUNST)'],325236,GN0500 GN0300
"['GN0303', 'GN0301']",20131121,"Ruthless, The Album",2217272,[314367],Handz Up (Feat. Jay Park),['GN0300'],['Dok2'],400586,GN0300
['GN0301'],20070322,Mass Wu Pt. 2,348100,[6979],Girl Friend,['GN0300'],['MASTA WU'],98192,GN0300
"['GN0303', 'GN0301']",20021227,Limited Edition,29759,[7560],힙합에 이 한 몸 바치리 (Inst.),['GN0300'],['MC 스나이퍼'],383795,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20130208,Variety Show,2174923,[562192],"Plan A (Feat. 아웃사이더, Swagger, Deepflow, Dead`P, Sunday2pm)","['GN0500', 'GN0300']",['KK'],524537,GN0500 GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20180621,샴푸 (SHAMPOO),10177650,[990773],샴푸 (SHAMPOO) (Feat. Rakon),"['GN0500', 'GN0300']",['썬스팟 (SUNSPOT)'],603956,GN0500 GN0300
"['GN0303', 'GN0301']",20160520,Life In Color,2686037,[532029],Life In Color,['GN0300'],['빈지노 (Beenzino)'],683225,GN0300
"['GN0509', 'GN0304', 'GN0301', 'GN0505', 'GN0501']",20191017,Zip file Vol. 2,10339773,[2202892],"Last call (Feat. MATO, Shupie) (Prod.COLDE$T )","['GN0500', 'GN0300']",['ZeeHyo'],226111,GN0500 GN0300
"['GN0303', 'GN0301']",20101008,비아폴라,1035179,[419300],삐까 Chu~♡ (Pick Up! U!) (Radio Edit Ver.),['GN0300'],['이비아'],707077,GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20140407,Novel,2248927,[724086],이 노래 (Feat. Brasco),"['GN0500', 'GN0300']",['코드 쿤스트 (CODE KUNST)'],345293,GN0500 GN0300
"['GN0303', 'GN0301']",20151105,B-Kite 2,2648942,[7560],사랑비극 Part.1 (Feat. 김신의 Of 몽니),['GN0300'],['MC 스나이퍼'],702226,GN0300
['GN0301'],20180510,I`m sorry,10165199,[1625666],나쁜놈 (Prod. the girl next door),['GN0300'],['홈보이 (Homeboy)'],597258,GN0300
"['GN0303', 'GN0301']",20040512,MC Mong N People Crew Best(Best Of Best Red Hot+Cool 2004-1998),34672,[100273],여름찬가,['GN0300'],['피플 크루'],476527,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20110630,Somewhere,1317615,[169233],Somewhere,"['GN0500', 'GN0300']",['July'],358549,GN0500 GN0300
"['GN0303', 'GN0301']",20080306,Breaking My Heart,372654,[240208],잘가라 내 사랑,['GN0300'],['조 브라운'],400042,GN0300
"['GN0303', 'GN0301']",20151029,봉구스 (Bongousse),2647541,"[409522, 182430]",봉구스 (Bongousse),['GN0300'],"['술제이 (Sool J)', '김태우']",488239,GN0300
"['GN0509', 'GN0304', 'GN0301', 'GN0505', 'GN0501']",20200304,VKSHN : CAMP,10397553,[2558369],said (Feat. ness),"['GN0500', 'GN0300']",['VKSHN (베케이션)'],30419,GN0500 GN0300
"['GN0302', 'GN0301']",20200221,꿈만 같아,10391713,[673238],꿈만 같아 (feat. BIG Naughty (서동현)),['GN0300'],['슬리피'],56144,GN0300
"['GN0303', 'GN0301']",20010604,비(悲) - Sorrow,2473,[100010],Energy,['GN0300'],['엔알지 (NRG)'],563679,GN0300
"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20080808,Stand Up (2008 빅뱅 3rd Mini Album),392870,[198094],Intro (Stand Up),"['GN2500', 'GN0300']",['BIGBANG'],614105,GN2500 GN0300
"['GN0501', 'GN0505', 'GN0509', 'GN0304', 'GN0303', 'GN0301']",20140128,니가 전부라서,2229387,[228329],니가 전부라서 (Feat. Steve Ahn) (Narr. 윤주영),"['GN0500', 'GN0300']",['JQ'],634323,GN0500 GN0300
"['GN0303', 'GN0301']",20100422,Pandora Disc,866661,[419840],하고싶어 (Feat. San E),['GN0300'],['Xepy'],631155,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20150515,LeB 2nd `언제나 봄`,2318675,[828848],언제나 봄,"['GN0500', 'GN0300']",['LeB'],590329,GN0500 GN0300
"['GN0303', 'GN0301']",20120703,2 4 : 2 6,2134788,[532029],Aqua Man,['GN0300'],['빈지노 (Beenzino)'],635759,GN0300
"['GN0505', 'GN0501', 'GN0304', 'GN0303', 'GN0301']",20131220,놈,2222586,[164737],HOTpants,"['GN0500', 'GN0300']",['더블케이 (Double K)'],66849,GN0500 GN0300
"['GN0303', 'GN0301']",20160422,황문섭,2681042,[657072],"날개 (Feat. 유성은, Ryno)",['GN0300'],['루이 (긱스)'],536668,GN0300
"['GN0303', 'GN0301']",20160927,14216,10001203,[688051],센 척 (Lonely) (Feat. 에디킴),['GN0300'],['칸토'],662551,GN0300
['GN0301'],20091127,RAP Zombie,726253,[261429],RAP Zombie (Inst.),['GN0300'],['낯선'],338778,GN0300
['GN0301'],20200130,너에게,10380671,[860499],위해,['GN0300'],['오왼 (Owen)'],664314,GN0300
"['GN0303', 'GN0301']",20161027,Victories,10009980,[170978],Home,['GN0300'],['팔로알토 (Paloalto)'],223353,GN0300
['GN0301'],20200403,Get some smile,10411957,[685069],smile,['GN0300'],['필독 (feeldog)'],627171,GN0300
"['GN2502', 'GN2501', 'GN0302', 'GN2504', 'GN0301']",20191024,NEO CITY : SEOUL &#8211; The Origin &#8211; The 1st Live Album,10342846,[991413],Regular (Korean Ver.),"['GN2500', 'GN0300']",['NCT 127'],572308,GN2500 GN0300
"['GN0303', 'GN0301']",20120813,I`m Yesterday,2140167,[520600],바람 바람 바람 (Feat. 디헤븐),['GN0300'],['나몰라패밀리JW'],168491,GN0300
"['GN0303', 'GN0301']",20171124,잊고 잊고 잊고2,10114177,[437020],잊고 잊고 잊고2 (Feat. 도혜원),['GN0300'],['PD 블루'],352440,GN0300
"['GN0303', 'GN0301']",20140926,작은 앨범,2283701,[742380],Still Alive,['GN0300'],['Kidoh'],422397,GN0300
['GN0301'],20160411,질투 (Duet. 키썸),2678580,[658092],질투 (Inst.),['GN0300'],['유성은'],295537,GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20140812,널 갖고 싶어,2273671,[782146],널 갖고 싶어,"['GN0500', 'GN0300']",['화이트드레스(waIt Dres)'],314251,GN0500 GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20190426,Pure Seduction,10278331,[1050149],벨 (Prod. Laptopboyboy),"['GN0500', 'GN0300']",['벨 (Belle)'],156997,GN0500 GN0300
"['GN0303', 'GN0301']",20050808,Forever,306504,[160576],...해요 (Feat. Ness),['GN0300'],['데니스프로젝트'],437172,GN0300
['GN0301'],20061009,一喝 (일갈),328691,[204814],빗나간 탄환 (Feat. Paloalto),['GN0300'],['제리케이 (Jerry.k)'],472584,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20170713,바닥으로 밀어,10078482,"[881873, 778242]",바닥으로 밀어 (Feat. Lope),"['GN0500', 'GN0300']","['홍키', '트로닉 (Thronick)']",228077,GN0500 GN0300
"['GN0303', 'GN0301']",20190329,Peridot,10267369,[827434],Arrow (Feat. Skinny Brown),['GN0300'],['Hash Swan'],467736,GN0300
"['GN0509', 'GN0304', 'GN0301', 'GN0505', 'GN0501']",20200124,돈이 다가 아니란 새끼들은 전부 사기꾼이야,10378957,[2642425],돈이 다가 아니란 새끼들은 전부 사기꾼이야,"['GN0500', 'GN0300']",['키츠요지 (kitsyojii)'],595461,GN0500 GN0300
['GN0301'],20050915,Funk Without Score,310534,[10812],Mr. Funk,['GN0300'],['The Z'],471983,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20110414,I`m A Star,1247072,[534683],Lost And Found (Feat. Soulrain),"['GN0500', 'GN0300']",['대니얼 스타'],628518,GN0500 GN0300
['GN0301'],20060210,Black Swan Songs (Repackage),313951,[108356],Innisfree (Intro),['GN0300'],['에픽하이 (EPIK HIGH)'],587702,GN0300
['GN0301'],20181101,Break Time,10217762,[2086113],Break Time,['GN0300'],['For D (포디)'],492343,GN0300
"['GN0302', 'GN0301']",20200220,DARK TIME (Feat. OWEN),10390708,[957315],DARK TIME (Feat. OWEN),['GN0300'],['루피 (Loopy)'],568982,GN0300
"['GN0303', 'GN0301']",20150319,WondaLand,2309887,[716279],사랑과 평화 (Feat. 전인권),['GN0300'],"['윤미래, 타이거JK, Bizzy (MFBTY)']",261158,GN0300
"['GN0303', 'GN0301']",20040713,Freestyle 3,35102,[100144],Y (Please Tell Me Why),['GN0300'],['프리스타일'],370044,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20120216,Best Time (In Our Life),2080853,[314367],Best Time (In Our Life),"['GN0500', 'GN0300']",['Dok2'],331194,GN0500 GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20150521,Inception,2319642,[782541],Inception,"['GN0500', 'GN0300']",['조우진'],620314,GN0500 GN0300
"['GN0509', 'GN0304', 'GN0301', 'GN0505', 'GN0501']",20200304,Tommy Strate part. 1,10398143,[1816350],어머님은 (feat. Kid Milli) (prod. Tommy Strate),"['GN0500', 'GN0300']",['Tommy Strate'],82296,GN0500 GN0300
"['GN0302', 'GN0301']",20060303,Vote For Insane Boy,315591,[12943],친구야 (Feat. MC 스나이퍼),['GN0300'],['2soo'],663463,GN0300
"['GN0505', 'GN0501', 'GN0304', 'GN0303', 'GN0301']",20161216,Prime Time,10023841,[226587],Prime Time (Feat. ZAYSTIN),"['GN0500', 'GN0300']",['딥플로우'],149708,GN0500 GN0300
"['GN0303', 'GN0301']",20150728,잘먹고 잘살아,2331229,"[710759, 860050]",잘먹고 잘살아 (Feat. 라올),['GN0300'],"['YoungstarMiny', 'Navy']",631803,GN0300
"['GN1501', 'GN0301', 'GN1504']",20200407,계약우정 OST Part.2,10413301,[756738],My friend,"['GN1500', 'GN0300']",['나플라 (nafla)'],478197,GN1500 GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20150508,여신,2317392,[719395],여신 (Feat. unsook),"['GN0500', 'GN0300']",['오함마'],127018,GN0500 GN0300
"['GN0303', 'GN0301']",20171113,Training Zombie,10110434,[602024],"추리닝 좀비 모드 (Feat. 죄와 벌, 슬리피, 루다, 우디고차일드, 노엘)",['GN0300'],['뉴챔프'],133000,GN0300
['GN0301'],19980406,Yang Hyun Suk,6378,[1870],"널 버리지마 (Feat. 1tym, Perry)",['GN0300'],['양현석'],56543,GN0300
"['GN0303', 'GN0301']",20010810,Enlightment,2827,[4753],Hiphop 그 안에 선 자,['GN0300'],['윤희중'],191862,GN0300
['GN0301'],20091026,The Good Die Young,703852,[6985],R.E.S.P.E.C.T.,['GN0300'],['버벌진트'],36659,GN0300
"['GN0303', 'GN0301']",20170831,Junk Drunk Love,10092286,[736369],Trucker,['GN0300'],['LEGIT GOONS (리짓군즈)'],43310,GN0300
"['GN0509', 'GN0501', 'GN0304', 'GN0505', 'GN0301']",20190515,YUCCA PROJECT,10285116,[2112746],"I miss you, but I can`t meet you","['GN0500', 'GN0300']",['Jayci yucca (제이씨 유카)'],638538,GN0500 GN0300
"['GN0303', 'GN0301']",20131125,이맘때쯤,2217639,[445180],"하얀눈이내려 (Feat. San E, 마부스 Of 일렉트로보이즈, 매니악)",['GN0300'],['MJ (써니사이드)'],304873,GN0300
"['GN0302', 'GN0301']",20180413,Drunken Tiger,10157853,[100027],YET,['GN0300'],['드렁큰 타이거'],587414,GN0300
"['GN0501', 'GN0304', 'GN0505', 'GN0301']",20170807,No Money Mo Audio Game,10085494,[1866583],Broken Ass Clock,"['GN0500', 'GN0300']",['Audio Game (오디오 게임)'],157854,GN0500 GN0300
"['GN0401', 'GN0403']",20150518,Love,2318930,[463214],밀당,['GN0400'],['보니'],547255,GN0400
"['GN0401', 'GN2502', 'GN2501']",20080522,Hot,382070,[247621],Baby I`m Sorry,"['GN0400', 'GN2500']",['태양'],702822,GN0400 GN2500
"['GN0401', 'GN0402']",20190115,Close To Me,10242243,[1957859],Close To Me (Voc. Yang.D),['GN0400'],['Dello'],357440,GN0400
"['GN0401', 'GN0403']",20191210,Every letter I sent you.,10362776,[698776],Bunny,['GN0400'],['백예린'],522102,GN0400
"['GN0401', 'GN0402']",20180523,#P,10169021,[916663],Pinky girl (Prod. Lnb) (Feat. COBE),['GN0400'],['Whyusii (와이유시)'],211519,GN0400
"['GN0401', 'GN0403']",20180830,BING,10199495,[829600],BING (Feat. 블루니 of 위위),['GN0400'],['윌콕스'],216213,GN0400
"['GN0401', 'GN0403']",20180820,달아나요,10195165,[2243776],달아나요,['GN0400'],['Komah Jay (코마제이)'],583805,GN0400
"['GN2502', 'GN0401', 'GN0403', 'GN2501']",20171226,"Universe - 겨울 스페셜 앨범, 2017",10122917,[724619],Stay,"['GN0400', 'GN2500']",['EXO'],128000,GN0400 GN2500
['GN0401'],20181018,gravity (feat.Ripley),10213079,"[2203503, 2203066]",gravity (feat.Ripley) (이마트 뮤직 챌린지),['GN0400'],"['후스 (WHO$)', 'Pac Odd']",666909,GN0400
"['GN0401', 'GN0509', 'GN0501']",20191014,In other words it’s all made by Kyeongsuk,10337606,[2749633],우리가 맞다는 대답을 할 거예요,"['GN0500', 'GN0400']",['이강승'],674549,GN0500 GN0400
"['GN0401', 'GN0509', 'GN0501']",20200117,Instant,10376900,[672852],Instant,"['GN0500', 'GN0400']",['FOOL IN THE POOL (풀인더풀)'],67040,GN0500 GN0400
"['GN0401', 'GN0403']",20170217,TEMP-TON,10039512,[875399],TEMP-TON,['GN0400'],['Horim (호림)'],172020,GN0400
"['GN0401', 'GN0402']",20191216,DON&#39;T THINK TOO MUCH,10365139,[169115],"COOLEST FIRE EVER (Feat. GEM, JUSTHIS, HORIM, Khundi Panda, Symba J, 스윙스)",['GN0400'],['진보'],234243,GN0400
"['GN0401', 'GN0403', 'GN0402']",20131118,Wild Card,2216341,[524121],SlowJam1 (Feat. Evo),['GN0400'],['2LSON'],540128,GN0400
