곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str,index,tags
"['GN2601', 'GN0401', 'GN2603', 'GN0402']",20170724,boy.,10082097,[1183062],"Cigarette (Feat. Tablo, MISO)","['GN0400', 'GN2600']",['offonoff (오프온오프)'],255065,GN0400 GN2600,255065.0,수록곡 나만알기아까운노래불면증 새벽 겨울 비잔잔한 감성 카페 알앤비 분위기 감성힙합 트렌디 인디 새벽휴식 감성갬성갬성MISO 클럽에스키모 RADMUSEUM 크루 밀릭 펀치넬로 크러쉬 딘 트렌디 오프온오프감성 밤 잔잔한혼자 여유 알앤비 분위기 드라이브 몽환 노을 그루브 기분전환 트렌디겨울 겨울감성 카페 드라이브 겨울사랑 겨울바람 겨울노래 추위 찬바람 쌀쌀한Vaporwave electronica SynthPop jazzhiphop aesthetic Lofi FutureBase futurefunk seapunk나른할때 오후 휴식우울할때 감성 새벽감성 우울 끈적끈적 새벽감성충만 위로 새벽감성음악힙합 비오는날 밤 로파이힙합 RnB 감성가을 인디인디노래 추천곡 인디명곡 인디 발라드리듬 감성 비트분위기 밤 카페 버스 지하철 혼자 편안한연말 라운지 운동 드라이브 하우스 기분전환 파티 일렉스타일리쉬 RnB소울 매장BGM Pop 감각적 기분전환인디취향저격 잔잔한 감성 새벽힙합 감성 카페 잔잔한 새벽 우울함 생각 고요함 힐링힙합 감성 매장음악 카페 알앤비 운동 드라이브 여행 소울휴식 가을 카페 새벽감성 가을비 드라이브 노래 감성 기분전환 사랑인디분위기있는 해외팝 감성 느낌있는랩 잔잔한 휴식 편한 신나는데일리뮤직 저를통해 소소한힙합 새벽 새벽감성충만 힙합감성힙합 감성힙합 카페 알앤비 RnB 국내힙합 HipHop 노래추천 국내랩힙합분위기있는 SWAG 느낌있는 기분전환 그루브GroovyRoom RnB 그레이 박재범 DPRLIVE 식케이 지코 크러쉬 딘 로꼬우울 감성새벽잠자기전 밤 새벽 숙면 한밤 이불 잠못드는밤 침대 자장가 불면증PBRnB 국내일렉 감성 알앤비 RnB 국내PBRnB 국내알앤비 신예이건내개인취향 요즈음 너의슬픔을내게줘 젖고있어샤워 비 카페 운동 드라이브 여름 여행 기분전환 사랑잠못드는밤에 감성 밤 잔잔한 새벽 잠 잠들기전 취침전 불면증 심야힙합 감성 매장음악 카페 알앤비 운동 드라이브 여행 사랑 신나는새벽감성 혼자듣는음악힙합 매장음악 카페 알앤비 운동 드라이브 여행 사랑 소울 신나는분위기있는 감성 몽롱 잔잔한 새벽 몽환 기분전환 사랑 세련된 신나는감성 치명적인 편집샵 트렌디 힙한음악추천카페음악 카페 가을밤 카페에서 기분업 감성적인 기타소리 카페뮤직산책 갬성 새벽아름다운 스타일리쉬 퇴폐적 새벽 우울 위로 기분전환 섹시 느낌있는 세련된그리움_가득한날 감성힙합RnB HipHop 감성힙합국내알앤비 RnB 힙합엘이 국내RnB다운된새벽감성 센치 새벽휴식 알앤비 그루브 재지한 재즈힙합 팝 편안한힙합 리듬 국내힙합 남다른 HipHop 비트 사운드 힙해힙합 인디힙합 잔잔한힙합 힙합감성신용산 jazzhiphop 위스키R 감성힙합 여름밤에듣기좋은음악힙합 GroovyRoom 트랜드 비트메이커 0channel 프로듀서 Frank 랩 jazzyfact MILLIC감성 매장음악 카페 알앤비 취향저격 Pop 휴식 기분전환 팝 소울겨울 카페 알앤비 잔잔 몽환 인디감성충 내가듣기좋은곡분위기있는 느낌있는 밤 새벽 감각적인 몽환 세련된 팝 알앤비소울 일렉autumn 비오는날 cafe 가을 카페힐링 감성 기분전환 스트레스해소 힙합감성새벽 CLUBESKIMO RADMUSEUM OffonOff 펀치넬로 지코 크러쉬 딘 fanxychild 페노메코힙합 감성힙합 가을 알앤비힙합 카페음악 매장음악 카페 알앤비 매장 드라이브 오늘뭐듣지 소울휴식 쉼터 알앤비 감성 얼터너티브 소울휴식 힐링 산책 여행잔잔한 겨울 밤 새벽 갬성충만 자기전카페음악 매장음악 카페 RnB 드라이브 술집 기분전환 비트 사랑 소울새벽 감성 믿듣 감성힙합 사랑힙합 HipHop 몽환 Chill힙합 감성힙합 매장음악 카페 알앤비 Pop 외국힙합 트렌디 힙스터힙합 RnB소울 감성귀찮은 소개글몽환한 감성 밤 잔잔한비오는날 추억 회상버스에서 RnB 빌리아일리시 알앤비연말 토닥토닥 겨울 주말 추위카페힙합 힙합엘이 클럽에스키모 CLUBESKIMO 알앤비감성 알앤비 취향저격 RnB soul 전체재생추천 감성힙합 기분전환 심심하지않게해주는 소울감성 밤 잔잔한 새벽 힐링 인디힙합 클럽힙합 밤 알앤비 새벽 드라이브 그루브 감성 여행감성 매장음악 알앤비 띵곡 유니크 트렌디 팝 소울비오는날 감성 매장음악 밤 가을 새벽 electronica 국내RnB 알앤비 몽환적인힙합 휴식 매장음악 카페 알앤비 드라이브 여행 사랑 운전선선한바람 가을감성 기분전환 트렌디리프레시 휴식 느낌있는 리드미컬_그루비 감각적인 작업 기분전환 산책 칠_Chill 힙한_세련된숨은명곡 느낌있는 밤 주말 그루브 기분전환 국내랩힙합 리드미컬 트렌디 스트레스감성 밤 카페 잔잔한 RnB 새벽 몽환 알앤비 노래추천 소울오후 카페우울 분위기 몽환 섹시 몽환적인 Sexy여름 감성 잔잔한 드라이브 여행 휴식 기분전환 더위 인디음악 나만알고싶은 음색 기분전환 힙스터 트렌디 스트레스해소감성힙합 밤 감성 국내힙합 R 비트힙합 감성 알앤비 새벽감성 새벽 드라이브 도시새벽감성 감성 새벽지미루다 지미루밤 새벽밤비 비 새벽밤힙합 감성 알앤비 드라이브 국내힙합 국내알앤비 기분전환 인디 후반부힙합 국내힙합기분전환 휴식 감성 드라이브잔잔한 감성 멜로디감성 느낌있는 알앤비 몽환적 내취향 트렌디 인디데일리팝 감성힙합 매장음악 기분전환 하우스트로피칼 일렉 딥하우스카페음악 감성 cafe 카페알바카페 인디힙합 감성 밤 새벽 우울 재즈 인디선율 클럽 기분전환 분위기 멜로디기분전환 여행 드라이브 운동노래모음 목소리깡패 RnB 국내RnB 꿀성대 사랑해요 감성힙합밤 카페 새벽감성 가을 CAFEMUSIC 인디힙합 퇴근 밤 가로등 알앤비 골목길 새벽감성 밤산책힙합 멜론명반 명곡 국내힙합 명반골라듣자 아무거나rough가을밤 드라이브 가을감성 어쿠스틱 잔잔한 우울 가을밤 사색 멜랑꼴리 dissolve기타소리 비 멍하니 청량한힙합 감성힙합 알앤비 알엔비R 밤새벽 휴식 트렌디 인디밴드 힐링감성 봄 가을 인디음악 입문 인디밴드 인디감성 인디힙합 겨울 감성 가을 RnB 센티멘탈 소울케이팝 영어가사 히든트랙 그루브 유니크 팝Lounge 패션 클럽 매장음악우울 잔잔한 겨울 새벽감성 듣기좋은 팝송을 RnB 음색 휴식 기분전환 비트 멜로디제주여행 여행 드라이브 일상탈출 제주도해안도로힙합 감성 봄 카페 RandB Jazz 재즈 HipHop Lofi 로파이감성 밤 가을 새벽 붉은하늘 드라이브 힐링 산책비오는날 휴식 감성자극 혼자 주말 새벽 알앤비 흐린날 감성 쌀쌀한감성 어쿠스틱 알앤비 프로듀서 잔잔한 아티스트 그루브 브레이커스매장음악 밤 카페 새벽 드라이브 몽환 그루브 국내 기분전환 힙스터힙합 알앤비 RnB HipHop 알앤비힙합 RnB힙합 RNBSOULR 알앤비소울선선한바람 가을패션 휴식 새벽 감각적인 매장 알앤비 라운지 트렌디 힐링 세련된즐기세요 으로 인디힙합 이젠침대 감성 새벽주말 아침 노을 그루브 모닝콜 불금 Lofi 재즈힙합 Chill 밤힙합 감성 기분전환 알앤비귀르가즘 감성 밤 인디 새벽비오는날 휴식 비 가을 드라이브 사랑 비오는날듣기좋은노래새벽 밤 가을 비라운지 밤 카페 새벽 감각적인 분위기 펍 알앤비 국내RnB 세련된감성힙합 랩 매장 귀르가즘 커피 그르브출근 걸으며듣기좋은 기분전환 감각적인_노래편안하게듣는노래 달달한Summer힐링 휴식 밤 새벽감성 혼자 잔잔한 새벽 드라이브 노을 음색 저녁 퇴근길감성힙합 밤 새벽 목소리 추억 가사 멜로디 노래 노래추천 사랑불면증 새벽힙합 국내알앤비 감성 알앤비 RnB유튜버 감성 잔잔한 ondo 힐링 온도버스에서 휴식 가을 잔잔한 새벽 감성 새벽_감성 이별힙합 감성 매장음악 카페 알앤비 운동 드라이브 여행생각힙합 감성 매장음악 카페 알앤비 운동 드라이브 여행 기분전환 신나는기분전환 ChillGroovy 감성 추억 여행 기분전환 jazzhiphop hiphopb groove Jazz 신나는힙합겨울 감성 알앤비 따뜻 잔잔 몽환 그루브 힐링겨울 감성 매장음악 카페 잔잔 몽환 휴식음악 밤 잔잔한 빠져드는 몽환 감성힙합 감성힙합 매장음악 카페 알앤비 국내힙합 감성 힙한 트렌디분위기 매장음악 카페 알앤비 RnB 매장 드라이브 여행 오늘뭐듣지 비트AURAStudio2 차분한 하만카돈 카페 여유 고독 HarmanKardon 편안함 집 세련된가을감성 카페 새벽 드라이브 가을밤 좋은음악 피곤 산책 부드러운 PBRnB감성 밤 알앤비 취향저격 분위기 그루브 유니크 인디 새벽감성힙합 감성 감성자극 밤 새벽 RnB 몽환 Pop 휴식 인디퇴근 감성 밤 드림팝 새벽 몽환 힐링 산책 인디아기상어kpop 리듬힙합 2020 인디 알앤비카페음악 일렉트로니카 매장음악 힙한 카페힙합힙합 일렉트로니카 새벽 리듬 드라이브 그루브 R 소울 바이브 느낌장르불문힙합 감성알앤비소울 취향힙합 감성 알앤비 잔잔한 드라이브 나른 힙한 비트 사랑따듯한 감성 카페 추운 흐린 보컬 커피 고막정화 추위 쌀쌀한노래 기분전환잔잔한 밤 새벽 랩 솔솔 발라드 잠들기전 잠이 인디감성힙합 국내힙합감성힙합 로맨틱 루프탑 알앤비 야경 드라이브 그루브 아련한 고백 캠핑힙합 매장음악 새벽 까페음악 알앤비 드라이브 HipHop 잠들기전 RnB감성 popsong 카페 여유 오후 Pop 휴식 팝송 힐링소울 알앤비힙합 발라드 기분전환 사랑밴드 감성 봄 잔잔한 드라이브 휴식 기분전환 락 인디힙합 휴식 갬성갬성 드라이브 그루브 감성 기분전환 여행 소울 신나는힙합 감성 매장음악 새벽 RnB 감각적인 알앤비 드라이브 트렌디 세련된잔잔한 휴식 감성 발라드감성 선선 매장힙합 알앤비 그루브 기분전환 비트 트렌디 신나는명곡 가을힙합 카페 아침 공원 내취향 groove이어폰과 팝 팝송 영어가사컹스후회 꿈 도전 겨울 위로 힐링 사랑 이별 젊은 지친럭키감성 가을 알앤비 힙합알앤비 기분전환 여행 취향포근한 로파이비오는날 감성 혼자 우울 센치 나른한 흐린날 어두운 침대 쌀쌀한힙합 카페 가을 알앤비 RnB 운동 드라이브 여행 HipHop 기분전환힙합 백예린 빌리아일리시 알앤비 기리보이 트로이시반 외힙 팝송 국힙 keshiNight R drive soul잔잔한 감성힙합 새벽 감수성 알앤비 몽환 그루브 감성 클럽에스키모 음색감성 밤 혼자 잔잔한 감각적인 새벽 센치 홀로드라이브할때신나는 기분전환에좋은신나는노래기분비오는날 감성 비 비가오는날엔 우울 플레이리스트 슬픔 음악 기분 눈물힙합 힙합갬성 그루브팝 카페 인디새벽감성힙합 밤 가을 새벽 국내힙합 국힙PBRnB카페 알앤비 잔잔 새벽 몽환 팝 인디MISO RnB CLUBESKIMO 클럽에스키모 RADMUSEUM soul 펀치넬로 크러쉬 딘 MILLIC좋아요 내취향 최애곡 플레이리스트 나만의겨울 분위기깡패 매장음악 가을 카페 분위기 드라이브 센스 인디
"['GN2601', 'GN2603']",20080410,13월,375848,[242956],Late Afternoon,['GN2600'],['브라우니 스픽스'],314650,GN2600,314650.0,기분좋은 피크닉 한강 가을 소풍 공원 살랑 2000년대 인디 일탈
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20170705,Pomegranade,10076736,"[1221556, 1814557]",Pomegranade (Original Mix),"['GN0500', 'GN2600']","['MINIMONSTER', 'Zuin']",653616,GN0500 GN2600,653616.0,디스커버리영 페스티발 디스커버리뮤직 디스커버리딥 클럽음악 플래시핑거 디스커버리카피라이트프리뮤직 EDM 이디엠 디스커버리뮤직레코즈
['GN2601'],20160324,Pursuit,2674877,[958978],Pursuit,['GN2600'],['가렌즈 (Garenz)'],237852,GN2600,237852.0,클럽 페스티벌 2017월디페 EDM일렉트로니카 dance 댄스 EDMFloor EDM electronica 빌로우월디페 electronica EDM 빌로우 월드디제이페스티벌 신나는일렉트로니카 dance 댄스 EDMFloor EDM electronica 빌로우투모로우랜드 유나이트 EDM electronica 빌로우 신나는여름 드라이브 여행 그린플러그드동해 페스티벌 기분전환 스트레스 인디2017 매거진2017 연말결산 국내편 EDM일렉트로니카 electronica 드라이브 EDM 기분전환 파티 국내EDM 2010 신나는일렉트로니카 빌로우 EDMFloor EDM일렉트로니카 dance 댄스 EDMFloor EDM electronica 빌로우
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190815,36.5,10317872,[510242],달,"['GN0500', 'GN2600']",['숀 (SHAUN)'],223190,GN0500 GN2600,223190.0,저녁 씨티팝 밤의시티팝 드라이브 도시 시티팝 도시의밤 밤드라이브 노을지는 레트로댄스 신나는여름 감성 카페 여름밤 드라이브 저녁 기분전환 데이트감성 카페 발라드 가을밤 불금 저녁 퇴근길 새벽기억하기 순간가을감성 저녁 연휴 카페 오후 드라이브 여행 추석 가을저녁 가을 주말 여름밤 취향저격 오후 드라이브 아침 카페 선선한감성 가을 카페 발라드 저녁 드라이브 한강 퇴근길 선선한한강 카페 로맨틱 여름밤 매장 드라이브 기분전환 선선한가을감성 감성 카페 가을비 드라이브 쓸쓸한 이별 감성발라드리메이크 스타일리쉬 감각적인 방콕 집 시티팝 포근한 집콕 트렌디 레트로가을감성 가을밤 카페 가을비 드라이브 쓸쓸한 사랑 감성발라드 퇴근길가을감성 저녁 카페 연휴 발라드 오후 매장 드라이브 밤새벽감성 로맨틱 카페 여름밤 주말 드라이브 발라드 선선한휴식 카페 주말 발라드 오후 가을밤 드라이브 저녁 데이트저녁 카페 가을 드라이브 쓸쓸한 밤새벽 기분전환 감성발라드가을노래 가을감성 저녁 카페 가을 오후 사랑 집중 데이트 감성발라드띵곡 갓띵곡 흥해라감성 카페 가을밤 가을비 저녁 기분전환 즐거운 발라드저녁 카페 로맨틱 발라드 지친하루 한강 여름밤 드라이브 감성감성 카페 주말 발라드 감각적인 저녁 가을 로맨틱 오후 선선한가을감성 저녁 고독 카페 가을밤 매장 밤새벽 가을비 발라드감성 카페 여름밤 매장 드라이브 기분전환 데이트 이별 사랑 선선한감성 카페 가을밤 드라이브 쓸쓸한 이별 감성발라드가을노래 저녁 카페 가을 여름밤 매장 발라드 감성 선선한고막남친 여름 감성 여름밤 드라이브 저녁 기분전환 데이트 고막여친시티팝 감성 드라이브 몽환 레트로감성 카페 가을 발라드 한강 드라이브 저녁 퇴근길감성 비 가을 여름밤 카페 드라이브 퇴근길 선선한가을감성 저녁 카페 연휴 발라드 오후 드라이브 기분전환댄스 신나는몽환적인 시티팝 몽환 시티팝한국여행 감성 드라이브 잔잔한저녁 카페 주말 여름밤 발라드 드라이브 감성 가을 데이트 선선한트렌디한 드라이브 레트로한 빈티지한 시티팝 복고풍한강 카페 가을 여름밤 매장 저녁 데이트 선선한 나들이가을감성 저녁 카페 가을밤 매장 밤새벽 발라드가을감성 저녁 카페 주말 발라드 드라이브 여행 맑은저녁 카페 로맨틱 여름밤 드라이브 불금 퇴근길 선선한가을감성 저녁 연휴 카페 발라드 오후 매장 드라이브 밤새벽 추석감성 밤 잔잔한 노래 시티팝 휴식 기분전환저녁 카페 주말 발라드 오후 가을밤 드라이브 가을비가을노래 가을감성 감성 카페 드라이브 여행 밤새벽 로맨스 감성발라드저녁 카페 주말 발라드 오후 드라이브 집밤 야경 드라이브 시티팝 기분전환 퇴근길 레트로집중 감성 카페 새벽 가을밤 불금 저녁 감성발라드 퇴근길한강 가을 카페 여름밤 새벽 드라이브 감성 퇴근길 발라드감성 카페 가을 가을밤 가을비 드라이브 밤새벽 저녁 감성발라드가을노래 가을감성 저녁 카페 주말 발라드 오후 드라이브가을노래 한강 카페 발라드 매장 밤새벽 감성 선선한저녁 주말 카페 여름밤 매장 오후 발라드 가을 감성발라드비오는날 저녁 카페 주말 발라드 오후 매장 드라이브 가을비 가을밤여름 저녁 카페 주말 브런치 오후 드라이브 감성 여름휴가휴일 감성 가을 카페 발라드 감각적인 저녁 더위 오후감성 내취향 카페 가을밤 가을비 혼술 이별 발라드저녁 주말 발라드 가을밤 감성 선선한 새벽저녁 밤 새벽 감성 감미로운 감각적인 잔잔한 집 휴식 새벽에감성 카페 여름밤 매장 드라이브 불금 저녁 기분전환 퇴근길감성 카페 여름밤 드라이브 맑은 저녁 데이트 감성발라드 Chill가을노래 저녁 카페 주말 오후 매장 드라이브 피곤 휴식가을감성 저녁 카페 연휴 발라드 오후 드라이브 아침
['GN2601'],20121031,Bom Bom Bom,2165044,[254387],Bom Bom Bom,['GN2600'],['디제이 쿨러'],552141,GN2600,552141.0,힙합 랩일렉
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20150106,겨울일기,2298169,[741899],별,"['GN0500', 'GN2600']",['우쿠루쿠'],330510,GN0500 GN2600,330510.0,힐링 휴식 밤 새벽스트레스
"['GN2601', 'GN2602']",20181219,The Best Dance Pop Discovery Vol.1,10234442,"[1866117, 1024120, 46694]",Now (Flash Finger Edit.),['GN2600'],"['Roberkix', 'Safira.K (사피라 K)', 'Flash Finger (플래시핑거)']",211760,GN2600,211760.0,디스커버리영 페스티발 디스커버리뮤직 디스커버리딥 클럽음악 플래시핑거 디스커버리카피라이트프리뮤직 EDM 이디엠 디스커버리뮤직레코즈
"['GN2601', 'GN0508', 'GN2603', 'GN0504', 'GN0501']",20050516,SkyLab,302257,[32221],7월의 이파네마 소녀,"['GN0500', 'GN2600']",['캐스커'],428928,GN0500 GN2600,428928.0,잔잔한 감성 별 여름밤 새벽 인디 밤힐링 휴식 기분전환여름 설렘 사랑나풀거리는 음악 봄 분위기 사랑월별동요 아기일렉감성 계절 휴식 드라이브 특별한 힐링 기분전환 오늘 사랑 날짜락세련 카페 담담한 드라이브 감정적 담백 여운겨울 별 새벽감성 밤 잠들기전 자장가 편안한발라드자기전 제이레빗 소각소각 속삭이는 소근소근 잘때듣는락인디OST여행 기분전환 산책삼시세끼 드라이브 삽입곡 OST 여행힐링 휴식 까페Summer 여름곡 쿨 여름 여름휴가 시원한 여름노래 캔 바캉스 신나는감성 나른나른 밤 새벽휴식 힐링 잔잔한여름잔잔한Summer청량감 감성 플레이리스트여름 밤 새벽락여름 기분전환일렉발라드밤 새벽감성 카페 달달 드라마 OST 로맨스 설렘 사랑 음악감독2017년 핫함매니아 인디발라드발라드여름 여행 산책힐링 휴식 추억 회상감성 여유 잔잔한 오후 재즈 그루브 독서 휴식 사랑 힐링귀성길 아이 여행산책 버스 연휴일렉댄스락추억 까페 회상달달 설레임 봄 사랑발라드쿨 여름 청량비오는날 기분전환새벽감성 잔잔한 자장가 새벽락인디배경음악 휴식 어촌편 고창편 bgm 여행 힐링 삽입곡 삼시세끼너도듣는노래 나만듣는노래인디락
"['GN2601', 'GN2603', 'GN0601']",20130205,Blessed,2173800,[107725],함께라면 (Feat. 김진표),"['GN2600', 'GN0600']",['클래지콰이'],272511,GN2600 GN0600,272511.0,기분전환 봄봄 설렘 사랑일렉발라드힙합 랩매장음악 까페발라드힐링 휴식 까페설렘 사랑매장음악 까페propose 달달 분위기 연애 심쿵 고백 설렘 사랑 프로포즈 썸신부 결혼 신랑 사랑 러브송 웨딩 결혼식발라드물론내취향 기분전환휴식 힐링 산책 여행인디발라드휴식 힐링 드라이브까페 잔잔한발라드발라드봄발라드기분전환 설렘 사랑추억 사랑 설렘 회상발라드힐링 휴식 기분전환추억 사랑 설렘 회상휴식 힐링 기분전환시원한드라이브 운동락청혼 연말 5월의신부 결혼여행 드라이브 산책기분전환 드라이브꽁냥꽁냥 연인 로맨스 사랑 달달한까페 설렘 사랑기분전환추억 사랑 설렘 회상드라이브 설렘 사랑출근길 봄 카페 드라이브 행복 햇살 고백 사랑 기분전환 스트레스힙합 랩힙합 랩달달한노래 음악 남자친구 꿀 사랑노래 기분좋은하루 행복 꿀떨어지는노래 마음 사랑매장 사랑 카페 데이트엔시티의나잇나잇 2017_12_01부터 2017_12_17까지 엔나나
['GN2601'],20171201,Lounge Hotel Cafe Shop Music 1 : 라운지 호텔 카페 매장 음악 1,10115652,[1957263],Sweet Afternoon,['GN2600'],['J One Sound (제이원 사운드)'],452251,GN2600,452251.0,휴일 아침 주말 상쾌한 힐링 기분전환 사랑 뉴에이지 편안한 신나는감성 주말 잔잔한 낮잠 오후 힐링 뉴에이지 사랑 기분전환 편안한기분좋은 아침 행복 경쾌한 시부야케이 힐링 기분전환 밝은 뉴에이지 희망감성 느낌있는 주말 잔잔한 오후 힐링 기분전환 포근한 감성적인 재즈힙합라운지 매장음악 카페 루프탑 칠아웃 감성 느낌있는 재즈힙합 호텔 일렉겨울 카페 알앤비 행복 재즈 힐링 뉴에이지 크리스마스 사랑 따뜻한
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20121212,Duet,2169876,[167004],이별 프로포즈,"['GN0500', 'GN2600']",['인스턴트 로맨틱 플로어'],135672,GN0500 GN2600,135672.0,감성 느낌있는 밤 알앤비 분위기 블루 끌림 팝 새벽
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20160119,Stranger,2662543,[914191],Stranger,"['GN0500', 'GN2600']",['Tropopause (트로포포즈)'],684248,GN0500 GN2600,684248.0,나만의Best3 인디스트리트 피쉬슈즈 인디아티스트들의추천음악 인디
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190120,Take Flight!,10243886,[993296],Take Flight!,"['GN0500', 'GN2600']",['YESEO (예서)'],539478,GN0500 GN2600,539478.0,여자보컬 음색부자 음색기분전환 드라이브 신나는감성 홍대 인디음악 감각적 기분전환 몽환적인 인디YESEO 일렉트로니카 예서 히든트랙 네이버 hiddentrack 뮤지션리그 4월의뮤지션 EDM VLIVE겨울 감성 밤 새벽 목소리 꿀성대 매력적인 인디 추위 따뜻한
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20110929,Shine,2016312,[185034],Singing Bird,"['GN0500', 'GN2600']",['텐시러브 (TENSI-LOVE)'],475210,GN0500 GN2600,,
['GN2601'],20181219,FOREVER YOUNG SEOUL 7 Anthem #3,10234474,[2190437],Forever Young,['GN2600'],['Luna Pirates (루나파이럿츠)'],373662,GN2600,373662.0,겨울 감성 취향저격보컬있는EDM 팝디엠 포에버영서울 EDM 감성EDM 크리스마스 이디엠 분위기
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20180829,Young & Naive,10198915,[670311],Young & Naive,"['GN0500', 'GN2600']",['Sejin'],468170,GN0500 GN2600,468170.0,일렉트로니카 EDM 신스팝 라운지 레트로 클럽 디스코히든곡 밴드 인디 다양성감성 용기 자신감 비트 인디 신나는매장음악 카페 감각적인 드라이브 힐링 힙한 스피커 트렌디 인디힙합 흥 밤 알앤비 그루브 느낌있는 퇴근길
"['GN2601', 'GN2602']",20131211,MAMA,2220725,[745822],Toc Toc Toc (톡톡톡),['GN2600'],['Ring Ring'],76993,GN2600,,
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20120306,Haute Couture,2086766,[520620],Battaille!,"['GN0500', 'GN2600']",['Glen Check'],573764,GN0500 GN2600,573764.0,일렉
['GN2601'],20120601,잉여댄스 2,2125818,"[673841, 673843]",Kiss My (Radio Edit),['GN2600'],"['Matt Hewie', 'Patrik Aurelle']",78585,GN2600,78585.0,일렉일렉일렉일렉일렉일렉일렉일렉일렉힐링 휴식 기분전환일렉일렉일렉일렉일렉
['GN2601'],20120511,슈비두 (Shoo Bee Doo),2123613,[432760],슈비두 (DJ HYO & Technoposse Radio Edit),['GN2600'],['디제이 효 (DJ HYO)'],478116,GN2600,,
['GN2601'],20180627,일렉과 함께하는 운동뮤직,10179220,[957132],INFINITE,['GN2600'],['RETRO MAMA'],554463,GN2600,554463.0,헬스 매일매일 운동 운동할때듣는 기분전환 일렉트로닉 신나는운동 일렉 기분전환 연휴 신나는클럽 무더위바캉스 선곡 드라이브 여행
['GN2601'],20140701,Desert Rain,2263900,[536442],Desert Rain,['GN2600'],['N66'],565553,GN2600,565553.0,Lounge 캘빈해리스바꿔보자 지루하다 독특한음악 인생잔잔한 새벽감성 분위기 센치 멜로디 집 독서 힐링 작업 침대
['GN2601'],20150326,Heart Beat,2310916,[857361],Heart Beat,['GN2600'],['Red Heart'],216391,GN2600,216391.0,클럽뮤직 하우스뮤직 일렉뮤직헬스 운동 다이어트 여름 몸매 뜨거운 신나는주말 가을 드라이브 여행 연휴 기분전환 화창한 신나는헬스음악 헬스장 운동 다이어트 후끈후끈 한파 추위 일렉런닝머신 헬스 피트니스 운동운동여행 운동 산책매장음악 봄기분전환 드라이브헬스 상쾌함 운동 다이어트 일렉 스트레스 신나는스트레스 드라이브매장 스트레스 흥겨운음악드라이브 플레이리스트 여행 기분전환 즐거운 스트레스 일상탈출 신나는드라이브 운동매장음악기분전환
['GN2601'],20170306,Diana,10043245,[979401],Diana,['GN2600'],['빅터지 (Victor G)'],256367,GN2600,256367.0,옷가게 여름 매장음악 카페 오후 감동 기분전환 유니크 음식점 트렌디
"['GN2601', 'GN0508', 'GN2603', 'GN0504', 'GN0501']",20050516,SkyLab,302257,[32221],고양이와 나,"['GN0500', 'GN2600']",['캐스커'],212469,GN0500 GN2600,212469.0,카페음악 매장음악 봄 오후 분위기 겨울의끝 봄의시작 산책 따뜻한락락힙합 가사 음색 이야기 멜로디 인디봄의설렘 산책 고양이 봄 Cat일렉비오는날 감성 차분한비오는날 장마 잔잔한 차분한 가요 인디휴식 힐링 여행 산책까페 가을락강아지 반려동물기분전환 가을발라드힐링 휴식 설렘 사랑까페락힐링 고양이설렘 가을 사랑락락일렉힐링 휴식 기분전환신비로운 한밤중 락 몽환 인디힙합 랩일렉인디휴식 힐링 여행 산책힐링 휴식 잔잔한락락인디잔잔한 추억 회상
